"country","decade","rate_min","rate_max","percentile.0.","percentile.25.","percentile.50.","percentile.75.","percentile.100.","median"
"Iceland","2010-2019",5.57466870540265,5.57466870540265,5.574668705,5.574668705,5.574668705,5.574668705,5.574668705,5.57466870540265
"India","2010-2019",3.90533567754911,3.90533567754911,3.905335678,3.905335678,3.905335678,3.905335678,3.905335678,3.90533567754911
"Indonesia","2010-2019",0.219277087298594,0.33,0.219277087,0.274096359,0.328915631,0.329457815,0.33,0.27436745138627
"Iran","2000-2009",0.16,0.16,0.16,0.16,0.16,0.16,0.16,0.16
"Iran","2010-2019",0.44,0.88,0.44,0.68,0.795234109,0.842851163,0.88,0.795234108990649
"Ireland","1990-1999",5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7
"Ireland","2010-2019",4.76378933790657,4.76378933790657,4.763789338,4.763789338,4.763789338,4.763789338,4.763789338,4.76378933790657
"Israel","1960-1969",0.622023174806284,0.9,0.622023175,0.761011587,0.9,0.9,0.9,0.9
"Israel","1970-1979",0.33,3.1,0.33,0.78768115,1,1.762826784,3.1,1
"Israel","1980-1989",1.67123287671233,3.6,1.671232877,1.992808219,2.15,2.55,3.6,2.15
"Israel","1990-1999",4.4,4.4,4.4,4.4,4.4,4.4,4.4,4.4
"Israel","2000-2009",11.3,16.02113,11.3,12.35,13.7,15.85681,16.02113,13.7
"Israel","2010-2019",4.9,16.84272,4.9,14.572116915,15.69249,16.26761,16.84272,15.77465
"Italy","1970-1979",0.498440504272258,1.9,0.498440504,0.73,0.996881009,1.74,1.9,0.863440504272258
"Italy","1980-1989",0.97,3.4,0.97,2.1,2.4,2.9,3.4,2.35
"Italy","1990-1999",2.32789807581398,8.2,2.327898076,2.894306728,3.405066739,5.55,8.2,3.40506673930809
"Italy","2000-2009",2.9,20.5,2.9,4.8,5.655701754,7.2125,20.5,5.65570175438597
"Italy","2010-2019",1.8,28.3,1.8,4.266489362,7.040492362,9.333333,28.3,7.698006
"Japan","1950-1959",0.002,0.005,0.002,0.002,0.002,0.003,0.005,0.002
"Japan","1960-1969",0.00304732473989788,0.039,0.003047325,0.0045,0.008,0.0245,0.039,0.008
"Japan","1970-1979",0.0114362762112303,0.093,0.011436276,0.0515,0.069,0.070736266,0.093,0.07
"Japan","1980-1989",0.07,0.692415160200202,0.07,0.098412854,0.50474254,0.573917291,0.69241516,0.538218948009551
"Japan","1990-1999",0.51,1.14146419915934,0.51,0.835679168,0.980319858,1.069801549,1.141464199,1.0350927707831
"Japan","2000-2009",1.26642661177762,1.26642661177762,1.266426612,1.266426612,1.266426612,1.266426612,1.266426612,1.26642661177762
"Kuwait","1980-1989",0.45,0.45,0.45,0.45,0.45,0.45,0.45,0.45
"Lebanon","2010-2019",4.582,4.582,4.582,4.582,4.582,4.582,4.582,4.582
"Lithuania","2000-2009",0.9,1.59,0.9,0.99,1.12,1.46,1.59,1.12
"Lithuania","2010-2019",1.4,2.6,1.4,1.901297401,2.402594802,2.501297401,2.6,1.95064870059665
"Macau","2010-2019",0.6,1,0.6,0.6,0.6,0.8,1,0.8
"Malaysia","1980-1989",0.0595860675062476,0.0595860675062476,0.059586068,0.059586068,0.059586068,0.059586068,0.059586068,0.0595860675062476
"Malaysia","1990-1999",0,0.165509479555442,0,0,0,0,0.16550948,0
"Malaysia","2000-2009",0,0.415085306948666,0,0,0,0.184832352,0.415085307,0
"Malaysia","2010-2019",0.117343346632246,0.538571980241333,0.117343347,0.234686693,0.234741784,0.36,0.53857198,0.297357119325513
"Mexico","2000-2009",0.01,0.04,0.01,0.01,0.01,0.025,0.04,0.01
"Mexico","2010-2019",0.01,0.04,0.01,0.0175,0.025,0.0325,0.04,0.025
"Moldova","2010-2019",0.4,0.8,0.4,0.41496408,0.429928159,0.61496408,0.8,0.607482039751158
"Nepal","2010-2019",0.032,0.266666666666667,0.032,0.090666667,0.149333333,0.208,0.266666667,0.149333333333333
"Netherlands","1970-1979",3.69990102764751,3.69990102764751,3.699901028,3.699901028,3.699901028,3.699901028,3.699901028,3.69990102764751
"Netherlands","1980-1989",2.68449169149821,5.04032258064516,2.684491691,3.056884697,3.96055586,4.815152661,5.040322581,3.96055585955736
"Netherlands","1990-1999",5.6,9.1,5.6,6.48,7.1,8.565,9.1,7.2574677002584
"Netherlands","2000-2009",9.57,23.2,9.57,11.2875,14.14,19.6375,23.2,14.14
"Netherlands","2010-2019",17.49,17.49,17.49,17.49,17.49,17.49,17.49,17.49
"New Zealand","1970-1979",1.3,2.91666666666667,1.3,1.525,1.75,2.333333333,2.916666667,1.75
"New Zealand","1990-1999",6.4,8.1,6.4,6.7,6.95,7.35,8.1,6.95
"New Zealand","2000-2009",1.7,16.5,1.7,5.45,6.85,8.5,16.5,6.6
"New Zealand","2010-2019",6,26.0173967070519,6,6.675,8.328698571,18.700155906,26.017396707,8.32869857092
"Northern Ireland","1960-1969",0.985827092500156,1.31443612333354,0.985827093,1.182992511,1.28157522,1.314436123,1.314436123,1.2815752202502
"Northern Ireland","1970-1979",0.985827092500156,2.56315044050041,0.985827093,1.310827093,1.840210573,2.346496256,2.563150441,1.99801883258356
"Northern Ireland","1980-1989",1.99062416020543,2.95748127750047,1.99062416,2.23233844,2.474052719,2.715766998,2.957481278,2.47405271885295
"Northern Ireland","2000-2009",13.1,13.1,13.1,13.1,13.1,13.1,13.1,13.1
"Norway","1960-1969",0.541210910703718,1.26192892010835,0.541210911,0.974692186,1.109050768,1.23033872,1.26192892,1.10905076812198
"Norway","1980-1989",5.08054522924411,6.20509331176529,5.080545229,5.563187107,5.576208178,5.777155842,6.205093312,5.57620817843866
"Norway","1990-1999",5.01983882134184,7.9,5.019838821,5.115889695,5.9,6.4,7.9,5.9
"Norway","2000-2009",10.451160037354,10.451160037354,10.451160037,10.451160037,10.451160037,10.451160037,10.451160037,10.451160037354
"Norway","2010-2019",5.71751412429379,22.1249896129212,5.717514124,14.481009801,15.473165724,16.372239775,22.124989613,16.1361180675837
"Philippines","2010-2019",0.142857142857143,0.142857142857143,0.142857143,0.142857143,0.142857143,0.142857143,0.142857143,0.142857142857143
"Poland","2010-2019",4.67051908992671,5.31724099539791,4.67051909,4.829166853,5.170785267,5.206929469,5.317240995,5.1707852668721
"Portugal","1990-1999",2.6,4.4,2.6,3.05,3.5,3.95,4.4,3.5
"Portugal","2010-2019",5.7,7.17560867100552,5.7,6.35,7,7.087804336,7.175608671,6.39390216775138
"Puerto Rico","1990-1999",0.49,1.2,0.49,0.7975,1.05,1.2,1.2,1.05
"Puerto Rico","2000-2009",1.96,1.96,1.96,1.96,1.96,1.96,1.96,1.96
"Romania","2000-2009",0.391737906509306,0.391737906509306,0.391737907,0.391737907,0.391737907,0.391737907,0.391737907,0.391737906509306
"Romania","2010-2019",1.7,2.8,1.7,1.709328005,1.718656011,2.259328005,2.8,2.25466400274985
"Russia","2000-2009",0.72,1.66,0.72,0.7425,0.815,1.075,1.66,0.815
"Russia","2010-2019",0.784186103045975,1.99,0.784186103,1.38,1.54,1.635,1.99,1.54
"San Marino","1980-1989",1.8,4.4,1.8,2.45,3.1,3.75,4.4,3.1
"San Marino","1990-1999",5,9.3,5,6.075,7.15,8.225,9.3,7.15
"San Marino","2000-2009",4.9,13,4.9,6.925,8.95,10.975,13,8.95
"San Marino","2010-2019",17.4,17.9,17.4,17.525,17.65,17.775,17.9,17.65
"Scotland","1950-1959",0.222222222222222,2.22222222222222,0.222222222,0.735294118,1.219985412,1.820927602,2.222222222,1.11915535444947
"Scotland","1960-1969",0.888888888888889,5.01138952164009,0.888888889,1.395907123,2.368181209,3.030882353,5.011389522,2.14127702362996
"Scotland","1970-1979",2.06561360874848,6.82643427741467,2.065613609,3.025,5.200595238,6.322137348,6.826434277,5.20059523809524
"Scotland","1980-1989",3.37972166998012,9.8078197481776,3.37972167,6.664768474,7.764072829,8.278226123,9.807819748,7.76407282874723
"Scotland","2000-2009",10.8784335055752,12.7371373283854,10.878433506,11.343109461,11.807785417,12.272461373,12.737137328,11.8077854169803
